,price
726,0.017704918032786884
727,0.02229508196721311
728,0.03318032786885246
729,0.11934426229508195
730,0.05586885245901639
731,0.031475409836065574
732,0.043016393442622945
733,0.06229508196721312
734,0.035737704918032784
735,0.038032786885245896
736,0.06727868852459017
737,0.06950819672131148
738,0.16065573770491803
739,0.020721311475409836
740,0.037377049180327866
741,0.050360655737704915
742,0.08721311475409836
743,0.030163934426229506
744,0.0419672131147541
745,0.06360655737704918
746,0.07540983606557376
747,0.04917377049180328
748,0.05803278688524589
749,0.04721311475409836
750,0.033442491803278684
751,0.11475409836065574
752,0.048786885245901634
753,0.08194098360655737
754,0.10163934426229508
755,0.03167213114754098
756,0.11377049180327868
757,0.16196721311475412
758,0.10250491803278688
759,0.04335737704918032
760,0.06426229508196721
761,0.04262295081967213
762,0.03344262295081967
763,0.03933770491803278
764,0.043318032786885244
765,0.06360655737704918
766,0.09822950819672131
767,0.024262295081967214
768,0.0898360655737705
769,0.04327868852459016
770,0.04654426229508196
771,0.03495081967213114
772,0.05118032786885246
773,0.04918032786885246
774,0.04131147540983606
775,0.04524590163934426
776,0.025567213114754093
777,0.05481967213114754
778,0.038688524590163934
779,0.28524590163934427
780,0.030163934426229506
781,0.04262295081967213
782,0.032131147540983604
783,0.0839344262295082
784,0.07540983606557376
785,0.018754098360655738
786,0.05573770491803279
787,0.050491803278688525
788,0.020655737704918034
789,0.043698360655737706
790,0.05862295081967213
791,0.07868852459016393
792,0.1678688524590164
793,0.022944262295081966
794,0.017704918032786884
795,0.04655081967213114
796,0.08688524590163935
797,0.08327868852459017
798,0.051803278688524586
799,0.13442622950819674
800,0.07540983606557376
801,0.14963934426229508
802,0.045523934426229505
803,0.0721311475409836
804,0.040681967213114754
805,0.05573770491803279
806,0.030557377049180323
807,0.06426229508196721
808,0.06636065573770492
809,0.03750819672131147
810,0.03540983606557377
811,0.04511475409836065
812,0.03567213114754098
813,0.0721311475409836
814,0.3049180327868853
815,0.03986885245901639
816,0.030819672131147537
817,0.022950819672131147
818,0.07960655737704918
819,0.02249180327868852
820,0.032786885245901634
821,0.030944262295081966
822,0.13442622950819674
823,0.027868852459016394
824,0.046688524590163934
825,0.019803278688524592
826,0.09836065573770492
827,0.013114754098360654
828,0.05124590163934426
829,0.07659016393442623
830,0.0681967213114754
831,0.0360655737704918
832,0.025573770491803274
833,0.07704918032786885
834,0.022937704918032785
835,0.03272131147540983
836,0.046557377049180323
837,0.04523934426229508
838,0.027540983606557372
839,0.033704918032786885
840,0.027147540983606555
841,0.032131147540983604
842,0.046393442622950816
843,0.03344262295081967
844,0.0500327868852459
845,0.03632786885245901
846,0.07724590163934426
847,0.07252459016393442
848,0.05731147540983607
849,0.023475409836065574
850,0.06043278688524589
851,0.027888918032786883
852,0.04760655737704918
853,0.04918032786885246
854,0.03304918032786885
855,0.038754098360655735
856,0.024918032786885244
857,0.04918032786885246
858,0.04590163934426229
859,0.01201311475409836
860,0.02229508196721311
861,0.06426229508196721
862,0.06097049180327868
863,0.10950819672131147
864,0.02688524590163934
865,0.02622950819672131
866,0.05140983606557377
867,0.0501639344262295
868,0.04015160655737705
869,0.028196590163934422
870,0.07441967213114754
871,0.051796721311475405
872,0.09442622950819672
873,0.09311475409836065
874,0.10295081967213114
875,0.1337704918032787
876,0.009508196721311474
877,0.04131147540983606
878,0.02019672131147541
879,0.014426229508196721
880,0.044577049180327864
881,0.016393442622950817
882,0.019672131147540982
883,0.08459016393442623
884,0.1121311475409836
885,0.15672131147540985
886,0.08196721311475409
887,0.05127868852459016
888,0.03921311475409836
889,0.05311475409836065
890,0.08721311475409836
891,0.12262295081967213
892,0.0419672131147541
893,0.03475409836065574
894,0.01757377049180328
895,0.04677377049180328
896,0.11868852459016392
897,0.07672131147540984
898,0.08590163934426229
899,0.028393442622950814
900,0.10885245901639344
901,0.09508196721311475
902,0.10031475409836066
903,0.016393442622950817
904,0.029508196721311476
905,0.05967213114754098
906,0.03146885245901639
907,0.023606557377049177
908,0.06229508196721312
909,0.04721311475409836
910,0.02085245901639344
911,0.07081967213114754
912,0.017049180327868854
913,0.04052459016393442
914,0.03265573770491803
915,0.07475409836065573
916,0.06491803278688524
917,0.03265573770491803
918,0.025573770491803274
919,0.02819672131147541
920,0.022950819672131147
921,0.035016393442622945
922,0.023606557377049177
923,0.09508196721311475
924,0.04931147540983606
925,0.12000000000000001
926,0.027986885245901635
927,0.04524590163934426
928,0.03724590163934426
929,0.04131147540983606
930,0.029508196721311476
931,0.06163934426229507
932,0.027980196721311475
933,0.029495081967213115
934,0.10701639344262295
935,0.1475409836065574
936,0.03973770491803279
937,0.029507540983606556
938,0.023344262295081963
939,0.0360655737704918
940,0.06426229508196721
941,0.031475409836065574
942,0.06491803278688524
943,0.11750819672131148
944,0.1101639344262295
945,0.04511475409836065
946,0.024262295081967214
947,0.1634754098360656
948,0.03868196721311475
949,0.12523278688524592
950,0.04721311475409836
951,0.06898360655737705
952,0.05055737704918033
953,0.08459016393442623
954,0.10177049180327868
955,0.06229508196721312
956,0.08196721311475409
957,0.03252459016393442
958,0.03547540983606557
959,0.03973770491803279
960,0.07540983606557376
961,0.04065573770491803
962,0.04590163934426229
963,0.017704918032786884
964,0.07278688524590164
965,0.0340983606557377
966,0.0159344262295082
967,0.06659672131147541
968,0.04786885245901639
969,0.08885245901639344
970,0.06
971,0.024918032786885244
972,0.04229508196721311
973,0.05891803278688525
974,0.09049180327868853
975,0.07514754098360656
976,0.051737704918032784
977,0.021311475409836064
978,0.018491803278688525
979,0.04619016393442623
980,0.02688524590163934
981,0.08432786885245902
982,0.04524590163934426
983,0.03986885245901639
984,0.032931147540983606
985,0.06032786885245901
986,0.02727868852459016
987,0.024262295081967214
988,0.042491803278688525
989,0.05376393442622951
990,0.0740983606557377
991,0.06688524590163934
992,0.07475409836065573
993,0.023344262295081963
994,0.01357377049180328
995,0.028327868852459012
996,0.016386885245901636
997,0.06275409836065574
998,0.015075409836065574
999,0.0280655737704918
1000,0.08196721311475409
1001,0.025573770491803274
1002,0.024
1003,0.05967213114754098
1004,0.02229508196721311
1005,0.064
1006,0.05770491803278688
1007,0.032786885245901634
1008,0.06098360655737704
1009,0.026924590163934427
1010,0.050491803278688525
1011,0.05245901639344262
1012,0.10819672131147541
1013,0.06074754098360656
1014,0.04642622950819672
1015,0.011778098360655737
1016,0.05836065573770492
1017,0.05245901639344262
1018,0.02727868852459016
1019,0.032327868852459016
1020,0.10032786885245902
1021,0.027803278688524585
1022,0.039344262295081964
1023,0.036
1024,0.04871475409836065
1025,0.031475409836065574
1026,0.025745573770491803
1027,0.031475409836065574
1028,0.02229508196721311
1029,0.06139213114754098
1030,0.10819672131147541
1031,0.3114754098360656
1032,0.06281967213114754
1033,0.022937704918032785
1034,0.09088524590163934
1035,0.11868852459016392
1036,0.0419672131147541
1037,0.044590163934426226
1038,0.04
1039,0.06439344262295081
1040,0.01881967213114754
1041,0.06229508196721312
1042,0.057315540983606555
1043,0.016065573770491802
1044,0.051803278688524586
1045,0.06754098360655737
1046,0.051147540983606556
1047,0.055606557377049184
1048,0.05770491803278688
1049,0.08413114754098361
1050,0.043934426229508196
1051,0.10163934426229508
1052,0.1278688524590164
1053,0.07514754098360656
1054,0.07147540983606557
1055,0.11278688524590164
1056,0.03986885245901639
1057,0.08183606557377049
1058,0.05940983606557376
1059,0.04590163934426229
1060,0.022885245901639345
1061,0.12596459016393444
1062,0.09377049180327869
1063,0.04261639344262295
1064,0.02622950819672131
1065,0.06229508196721312
1066,0.008524590163934425
1067,0.022950819672131147
1068,0.03186885245901639
1069,0.05639344262295082
1070,0.051868852459016394
1071,0.037377049180327866
1072,0.15311475409836067
1073,0.11947540983606557
1074,0.05770491803278688
1075,0.032131147540983604
1076,0.030819672131147537
1077,0.036944262295081964
1078,0.09180327868852459
1079,0.032786885245901634
1080,0.01744262295081967
1081,0.09836065573770492
1082,0.05770491803278688
1083,0.05442622950819671
1084,0.07868852459016393
1085,0.037377049180327866
1086,0.06229508196721312
1087,0.019672131147540982
1088,0.05573770491803279
1089,0.04065573770491803
1090,0.10002622950819672
1091,0.048918032786885245
1092,0.08590163934426229
1093,0.06557377049180328
1094,0.046557377049180323
1095,0.04721311475409836
1096,0.021770491803278683
1097,0.049639344262295076
1098,0.027540983606557372
1099,0.009967213114754096
1100,0.1960655737704918
1101,0.07291803278688525
1102,0.027540983606557372
1103,0.015737704918032787
1104,0.09737704918032787
1105,0.06229508196721312
1106,0.1379672131147541
1107,0.07014426229508197
1108,0.016393442622950817
1109,0.03829508196721311
1110,0.027562885245901635
1111,0.02622950819672131
1112,0.03618360655737705
1113,0.07672131147540984
1114,0.05901639344262295
1115,0.02452459016393442
1116,0.08065573770491803
1117,0.072
1118,0.03645901639344262
1119,0.06262295081967213
1120,0.01960655737704918
1121,0.021508196721311476
1122,0.11803278688524589
1123,0.1475409836065574
1124,0.05639344262295082
1125,0.029770491803278683
1126,0.012459016393442624
1127,0.015737704918032787
1128,0.025836065573770488
1129,0.03855737704918032
1130,0.033770491803278686
1131,0.05770491803278688
1132,0.02544262295081967
1133,0.1577704918032787
1134,0.029901639344262293
1135,0.04524590163934426
1136,0.04262295081967213
1137,0.019672131147540982
1138,0.01888524590163934
1139,0.06950819672131148
1140,0.0721311475409836
1141,0.04
1142,0.07147540983606557
1143,0.08032786885245902
1144,0.019737704918032783
1145,0.023278688524590162
1146,0.05704918032786885
1147,0.05704918032786885
1148,0.08524590163934426
1149,0.0
1150,0.054688524590163934
1151,0.04590163934426229
1152,0.24655737704918035
1153,0.029363934426229504
1154,0.08183606557377049
1155,0.030819672131147537
1156,0.0360655737704918
1157,0.09377049180327869
1158,0.030163934426229506
1159,0.031475409836065574
1160,0.02524590163934426
1161,0.219672131147541
1162,0.04721311475409836
1163,0.05344262295081967
1164,0.6604327868852459
1165,0.04786819672131147
1166,0.050491803278688525
1167,0.015606557377049178
1168,0.02819672131147541
1169,0.026190163934426226
1170,0.10819672131147541
1171,0.14098360655737707
1172,0.06950819672131148
1173,0.03724590163934426
1174,0.10163934426229508
1175,0.05639344262295082
1176,0.06426229508196721
1177,0.06688524590163934
1178,0.03318032786885246
1179,0.08851803278688525
1180,0.09849180327868852
1181,0.06032786885245901
1182,0.11147540983606558
1183,0.10491803278688525
1184,0.10845901639344262
1185,0.04563934426229508
1186,0.02098360655737705
1187,0.06163934426229507
1188,0.035147540983606555
1189,0.03409180327868852
1190,0.04327868852459016
1191,0.01901639344262295
1192,0.01285245901639344
1193,0.0760655737704918
1194,0.04340983606557377
1195,0.07304918032786885
1196,0.03698360655737705
1197,0.03750819672131147
1198,0.026491803278688525
1199,0.07278688524590164
1200,0.023475409836065574
1201,0.052170491803278686
1202,0.02465573770491803
1203,0.05704918032786885
1204,0.013763934426229507
1205,0.05901639344262295
1206,0.05298360655737705
1207,0.07554098360655738
1208,0.11462295081967212
1209,0.04162622950819672
1210,0.06688524590163934
1211,0.050491803278688525
1212,0.051803278688524586
1213,0.02229508196721311
1214,0.05573770491803279
1215,0.04983606557377049
1216,0.05383606557377049
1217,0.2360655737704918
1218,0.003278688524590163
1219,0.03042622950819672
1220,0.05245901639344262
1221,0.03344262295081967
1222,0.0072131147540983615
1223,0.032131147540983604
1224,0.08655737704918033
1225,0.038032786885245896
1226,0.02085245901639344
1227,0.017836065573770488
1228,0.07934426229508197
1229,0.0500983606557377
1230,0.035934426229508196
1231,0.037377049180327866
1232,0.0360655737704918
1233,0.01744262295081967
1234,0.022986885245901638
1235,0.04721311475409836
1236,0.025573770491803274
1237,0.04760655737704918
1238,0.07659016393442623
1239,0.07475409836065573
1240,0.08001311475409836
1241,0.0360655737704918
1242,0.039344262295081964
1243,0.012459016393442624
1244,0.10557377049180328
1245,0.044
1246,0.09245901639344262
1247,0.15081967213114755
1248,0.04904918032786885
1249,0.06177049180327869
1250,0.03173770491803279
1251,0.026478688524590163
1252,0.042491803278688525
1253,0.05508196721311476
1254,0.024
1255,0.06885245901639345
1256,0.024918032786885244
